#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
getChromDepth_sample000_estimateChromDepth_052_chr4_GL000008v2_random		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_052_chr4_GL000008v2_random --chrom chr4_GL000008v2_random
getChromDepth_sample000_estimateChromDepth_053_chr5		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_053_chr5 --chrom chr5
getChromDepth_sample000_estimateChromDepth_054_chr5_GL000208v1_random		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_054_chr5_GL000208v1_random --chrom chr5_GL000208v1_random
getChromDepth_sample000_estimateChromDepth_055_chr6		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_055_chr6 --chrom chr6
getChromDepth_sample000_estimateChromDepth_056_chr7		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_056_chr7 --chrom chr7
getChromDepth_sample000_estimateChromDepth_057_chr8		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_057_chr8 --chrom chr8
getChromDepth_sample000_estimateChromDepth_058_chr9		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_058_chr9 --chrom chr9
getChromDepth_sample000_estimateChromDepth_059_chr9_KI270717v1_random_to_060_chr9_KI270718v1_random		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_059_chr9_KI270717v1_random_to_060_chr9_KI270718v1_random --chrom chr9_KI270717v1_random --chrom chr9_KI270718v1_random
getChromDepth_sample000_estimateChromDepth_061_chr9_KI270719v1_random		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_061_chr9_KI270719v1_random --chrom chr9_KI270719v1_random
getChromDepth_sample000_estimateChromDepth_062_chr9_KI270720v1_random		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_062_chr9_KI270720v1_random --chrom chr9_KI270720v1_random
getChromDepth_sample000_estimateChromDepth_063_chr1_KI270762v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_063_chr1_KI270762v1_alt --chrom chr1_KI270762v1_alt
getChromDepth_sample000_estimateChromDepth_064_chr1_KI270766v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_064_chr1_KI270766v1_alt --chrom chr1_KI270766v1_alt
getChromDepth_sample000_estimateChromDepth_065_chr1_KI270760v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_065_chr1_KI270760v1_alt --chrom chr1_KI270760v1_alt
getChromDepth_sample000_estimateChromDepth_066_chr1_KI270765v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_066_chr1_KI270765v1_alt --chrom chr1_KI270765v1_alt
getChromDepth_sample000_estimateChromDepth_067_chr1_GL383518v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_067_chr1_GL383518v1_alt --chrom chr1_GL383518v1_alt
getChromDepth_sample000_estimateChromDepth_068_chr1_GL383519v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_068_chr1_GL383519v1_alt --chrom chr1_GL383519v1_alt
getChromDepth_sample000_estimateChromDepth_069_chr1_GL383520v2_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_069_chr1_GL383520v2_alt --chrom chr1_GL383520v2_alt
getChromDepth_sample000_estimateChromDepth_070_chr1_KI270764v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_070_chr1_KI270764v1_alt --chrom chr1_KI270764v1_alt
getChromDepth_sample000_estimateChromDepth_071_chr1_KI270763v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_071_chr1_KI270763v1_alt --chrom chr1_KI270763v1_alt
getChromDepth_sample000_estimateChromDepth_072_chr1_KI270759v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_072_chr1_KI270759v1_alt --chrom chr1_KI270759v1_alt
getChromDepth_sample000_estimateChromDepth_073_chr1_KI270761v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_073_chr1_KI270761v1_alt --chrom chr1_KI270761v1_alt
getChromDepth_sample000_estimateChromDepth_074_chr2_KI270770v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_074_chr2_KI270770v1_alt --chrom chr2_KI270770v1_alt
getChromDepth_sample000_estimateChromDepth_075_chr2_KI270773v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_075_chr2_KI270773v1_alt --chrom chr2_KI270773v1_alt
getChromDepth_sample000_estimateChromDepth_076_chr2_KI270774v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_076_chr2_KI270774v1_alt --chrom chr2_KI270774v1_alt
getChromDepth_sample000_estimateChromDepth_077_chr2_KI270769v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_077_chr2_KI270769v1_alt --chrom chr2_KI270769v1_alt
getChromDepth_sample000_estimateChromDepth_078_chr2_GL383521v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_078_chr2_GL383521v1_alt --chrom chr2_GL383521v1_alt
getChromDepth_sample000_estimateChromDepth_079_chr2_KI270772v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_079_chr2_KI270772v1_alt --chrom chr2_KI270772v1_alt
getChromDepth_sample000_estimateChromDepth_080_chr2_KI270775v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_080_chr2_KI270775v1_alt --chrom chr2_KI270775v1_alt
getChromDepth_sample000_estimateChromDepth_081_chr2_KI270771v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_081_chr2_KI270771v1_alt --chrom chr2_KI270771v1_alt
getChromDepth_sample000_estimateChromDepth_082_chr2_KI270768v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_082_chr2_KI270768v1_alt --chrom chr2_KI270768v1_alt
getChromDepth_sample000_estimateChromDepth_083_chr2_GL582966v2_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_083_chr2_GL582966v2_alt --chrom chr2_GL582966v2_alt
getChromDepth_sample000_estimateChromDepth_084_chr2_GL383522v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_084_chr2_GL383522v1_alt --chrom chr2_GL383522v1_alt
getChromDepth_sample000_estimateChromDepth_085_chr2_KI270776v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_085_chr2_KI270776v1_alt --chrom chr2_KI270776v1_alt
getChromDepth_sample000_estimateChromDepth_086_chr2_KI270767v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_086_chr2_KI270767v1_alt --chrom chr2_KI270767v1_alt
getChromDepth_sample000_estimateChromDepth_087_chr3_JH636055v2_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_087_chr3_JH636055v2_alt --chrom chr3_JH636055v2_alt
getChromDepth_sample000_estimateChromDepth_088_chr3_KI270783v1_alt		command	1	1536	0	0	getChromDepth_sample000_makeTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/GetChromDepth --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --output /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt.tmpdir/chromDepth.txt.000.txt.tmpdir/chromDepth.txt.000.txt_088_chr3_KI270783v1_alt --chrom chr3_KI270783v1_alt
